Image Name,Overlay Intensity,Image Overlay Transparency Level,Overlay Color Scheme,Icon Size,Icon Consistency,Icon Relevance to Content,Text Font Style,Text Font Size,Text Hierarchy Consistency,Color Scheme,Contrast Ratio,Color Consistency,Relevance of Content,Content Organization,Amount of Content,Text Contrast,Font Legibility,Readability Level,Ease of use,Satisfaction,helpfulness,Visual appeal,Usability Score,Accessibility Score
Photo and Video Apps (4).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.55,75
Photo and Video Apps (5).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,very satisfied,very helpful,excellent,82,93
Photo and Video Apps (6).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
Photo and Video Apps (7).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.35,75
Photo and Video Apps (8).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Photo and Video Apps (9).png,Moderate,Semi-Transparent,Excellent,None,None,None,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,79.35,75
Security and Privacy Apps.png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,very easy,satisfied,helpful,excellent,78.6,84
Security and Privacy Apps (1).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,90.45,75
Security and Privacy Apps (10).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,very satisfied,very helpful,excellent,88.9,93
Security and Privacy Apps (11).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Security and Privacy Apps (12).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,84.6,93
Security and Privacy Apps (13).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Security and Privacy Apps (14).png,Low,Transparent,Poor,Small,Consistent,Relevant,Good,Medium,Consistent,Poor,Low,Inconsistent,Highly Relevant,Well-Organized,Low,Low,Legible,Good,easy,satisfied,helpful,good,56.15,75
Security and Privacy Apps (15).png,High,Opaque,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,90.75,75
Security and Privacy Apps (16).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,easy,satisfied,helpful,good,78,75
Security and Privacy Apps (17).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Security and Privacy Apps (18).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Security and Privacy Apps (19).png,High,Opaque,Excellent,Large,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,90.75,93
Security and Privacy Apps (2).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Security and Privacy Apps (20).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.3,93
Security and Privacy Apps (21).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,92.1,75
Security and Privacy Apps (22).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Good,very easy,very satisfied,very helpful,excellent,81.7,93
Security and Privacy Apps (23).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,77.85,93
Security and Privacy Apps (24).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,94.5,93
Security and Privacy Apps (25).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Security and Privacy Apps (26).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,very easy,satisfied,helpful,excellent,78.3,84
Security and Privacy Apps (27).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,satisfied,helpful,good,91.35,79.5
Security and Privacy Apps (28).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.05,93
Security and Privacy Apps (29).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Security and Privacy Apps (3).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.55,75
Security and Privacy Apps (30).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,91.05,75
Security and Privacy Apps (31).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,84.9,93
Security and Privacy Apps (32).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Security and Privacy Apps (33).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,91.35,93
Security and Privacy Apps (34).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,neutral,helpful,good,84.9,69
Security and Privacy Apps (35).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Security and Privacy Apps (36).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Security and Privacy Apps (37).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,neutral,helpful,good,78.3,69
Security and Privacy Apps (38).png,Low,Transparent,Excellent,None,None,None,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,75.6,93
Security and Privacy Apps (39).png,Low,Transparent,Excellent,Small,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,90.75,75
Security and Privacy Apps (4).png,Low,Opaque,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,83.95,75
Security and Privacy Apps (40).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Security and Privacy Apps (41).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,91.8,75
Security and Privacy Apps (42).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,easy,satisfied,helpful,good,78,75
Security and Privacy Apps (43).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Security and Privacy Apps (44).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,easy,satisfied,helpful,good,78,75
Security and Privacy Apps (45).png,Low,Transparent,Excellent,None,None,None,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,78.3,93
Security and Privacy Apps (46).png,Low,Transparent,Excellent,None,None,None,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,78.3,93
Security and Privacy Apps (47).png,Low,Transparent,Poor,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,76.95,93
Security and Privacy Apps (48).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,easy,satisfied,helpful,good,78,75
Security and Privacy Apps (49).png,Low,Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,88.05,75
Security and Privacy Apps (5).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Security and Privacy Apps (50).png,Moderate,Semi-Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,91.5,75
Security and Privacy Apps (6).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Security and Privacy Apps (7).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,neutral,helpful,good,78.3,69
Security and Privacy Apps (8).png,Low,Transparent,Excellent,None,None,None,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,78.3,93
Security and Privacy Apps (9).png,Low,Opaque,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,86.55,75
Social Networking Apps.png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (1).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (10).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Social Networking Apps (11).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Social Networking Apps (12).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,84.9,75
Social Networking Apps (13).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,very easy,satisfied,helpful,excellent,77.55,84
Social Networking Apps (14).png,Low,None,None,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,73.65,75
Social Networking Apps (15).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Social Networking Apps (16).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,easy,satisfied,helpful,good,78,75
Social Networking Apps (17).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Social Networking Apps (18).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.7,75
Social Networking Apps (19).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (2).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.15,75
Social Networking Apps (20).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,satisfied,helpful,excellent,88.65,84
Social Networking Apps (21).png,Low,Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.35,75
Social Networking Apps (22).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Social Networking Apps (23).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Social Networking Apps (24).png,Low,Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,78.25,75
Social Networking Apps (25).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Social Networking Apps (26).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (27).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (28).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.35,75
Social Networking Apps (29).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Social Networking Apps (3).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,79.6,75
Social Networking Apps (30).png,Moderate,Semi-Transparent,Excellent,Small,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,94.5,75
Social Networking Apps (31).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,85.2,75
Social Networking Apps (32).png,Moderate,Semi-Transparent,Excellent,None,None,None,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,81.75,93
Social Networking Apps (33).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Social Networking Apps (34).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (35).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Low,Moderate,Legible,Good,very easy,very satisfied,very helpful,excellent,78.3,93
Social Networking Apps (36).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (37).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (38).png,Low,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.15,75
Social Networking Apps (39).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (4).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,satisfied,helpful,excellent,91.65,84
Social Networking Apps (40).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,90,75
Social Networking Apps (41).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (42).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Social Networking Apps (43).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,88.35,75
Social Networking Apps (44).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,81.25,75
Social Networking Apps (45).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,very easy,very satisfied,very helpful,excellent,92.1,93
Social Networking Apps (46).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Social Networking Apps (47).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (48).png,Moderate,Semi-Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.8,75
Social Networking Apps (49).png,Low,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,84.45,75
Social Networking Apps (5).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (50).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,91.05,75
Social Networking Apps (51).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,82,75
Social Networking Apps (52).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.3,75
Social Networking Apps (53).png,Moderate,Semi-Transparent,Good,Small,Consistent,Relevant,Good,Medium,Consistent,Good,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,84.6,75
Social Networking Apps (54).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (55).png,Low,Transparent,Excellent,Small,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Low,High,Legible,Excellent,easy,satisfied,helpful,good,90.75,75
Social Networking Apps (56).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Excellent,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,91.35,75
Social Networking Apps (57).png,Low,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,88.45,75
Social Networking Apps (58).png,Moderate,Semi-Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,easy,satisfied,helpful,good,88.9,75
Social Networking Apps (59).png,Moderate,Transparent,Excellent,Small,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.8,75
Social Networking Apps (6).png,Moderate,Semi-Transparent,Good,Medium,Consistent,Relevant,Good,Medium,Consistent,Good,Moderate,Consistent,Highly Relevant,Well-Organized,Moderate,Moderate,Legible,Good,easy,satisfied,helpful,good,78.6,75
Social Networking Apps (7).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Excellent,easy,satisfied,helpful,good,88.65,75
Social Networking Apps (8).png,Low,Transparent,Excellent,Medium,Consistent,Relevant,Good,Medium,Consistent,Excellent,High,Consistent,Highly Relevant,Well-Organized,Moderate,High,Legible,Good,very easy,satisfied,helpful,excellent,85.45,84
